onset	duration	item	rotation	accuracy	reaction_time
10.0201	1	C1	0	1	0.89576
16.0576	1	C4	0	1	0.7955
22.095	1	C2	0	1	0.91055
26.1333	1	C1	0	1	0.618
30.1716	1	C2	0	1	0.66757
34.2098	1	C3	0	1	0.78883
38.2481	1	C4	0	1	0.54961
44.2855	1	C5	0	1	0.77684
46.3247	1	A1	0	1	0.67912
50.363	1	A2	0	1	0.7558
56.4004	1	A3	0	1	0.72354
62.4378	1	A4	90	1	0.94262
68.4752	1	A5	90	0	0.81202
70.5144	1	B1	0	1	0.7468
76.5518	1	B2	0	1	0.80485
80.5901	1	B3	90	1	0.99222
86.6275	1	B4	0	1	0.79352
88.6666	1	B5	0	1	1.0822
92.7049	1	C1	0	1	0.8117
94.7441	1	C2	0	1	1.2708
98.7823	1	C5	0	0	1.1262
104.8198	1	A1	0	1	0.82388
106.8589	1	A3	0	1	0.72222
110.8972	1	A1	0	1	0.7022
114.9355	1	A4	0	1	0.59789
116.9746	1	A1	0	1	0.67037
123.012	1	A3	0	1	0.72289
125.0511	1	A5	0	1	0.60201
127.0903	1	A3	90	0	0.7151
131.1286	1	A2	0	1	1.0374
133.1677	1	A1	0	1	0.67088
137.206	1	A3	0	1	0.6797
143.2434	1	A5	90	1	0.88142
147.2817	1	A2	0	1	0.87662
149.3208	1	A5	0	1	0.70178
153.3591	1	A4	0	1	0.89333
157.3974	1	A3	0	1	0.57703
159.4365	1	A2	0	1	0.86503
165.4739	1	A1	90	1	0.87749
167.5131	1	C5	0	1	0.88605
173.5505	1	C4	90	0	0.90981
175.5896	1	C3	0	1	0.9267
179.6279	1	C2	90	1	1.1142
181.667	1	C1	0	1	0.72359
187.7045	1	B5	90	1	0.78196
191.7427	1	B4	0	1	0.73303
193.7819	1	B3	0	1	0.66391
195.821	1	B2	0	0	0.91185
197.8601	1	B1	0	1	0.67964
203.8976	1	A5	90	0	1.0859
205.9367	1	A2	0	1	0.8382
211.9741	1	A4	0	1	0.71243
214.0133	1	A5	0	1	0.64765
218.0515	1	A4	0	1	0.60827
