onset	duration	item	rotation	accuracy	reaction_time
10.0872	1	C1	0	n/a	n/a
14.1255	1	C3	0	1	1.2698
18.1638	1	C5	0	1	0.64778
20.2029	1	C4	0	1	1.0282
26.2403	1	C3	0	1	1.0524
28.2794	1	C4	0	1	0.83692
32.3177	1	C2	0	1	1.0803
34.3435	1	C1	0	1	0.99752
40.3809	1	C3	0	1	1.1044
42.4201	1	C5	0	1	1.1285
48.4575	1	C4	0	1	0.92556
54.4949	1	C1	90	n/a	n/a
58.5332	1	C2	0	1	0.95294
60.5724	1	C4	0	1	0.90609
62.6115	1	C5	0	1	0.92295
68.6489	1	A1	0	1	1.1962
70.688	1	A2	0	n/a	n/a
74.7263	1	A3	0	1	1.1364
76.7655	1	A4	0	1	0.96663
78.8046	1	A5	0	1	0.84763
84.842	1	B1	0	1	1.0283
90.8794	1	B2	0	1	0.88497
96.9169	1	B3	0	1	1.114
100.9551	1	B4	0	1	1.0282
106.9926	1	B5	0	1	1.0686
109.0317	1	C1	0	1	0.77257
115.0691	1	C2	0	1	1.2485
119.1074	1	C3	0	1	0.76084
121.1465	1	C4	90	1	1.0443
123.1857	1	C5	0	1	0.77284
127.2239	1	C2	0	1	0.85385
133.2614	1	C4	0	1	0.94397
135.3005	1	C5	0	1	0.64047
141.3379	1	C3	0	1	0.76932
147.3754	1	C1	0	1	0.89273
151.4137	1	B5	0	1	0.70951
157.4511	1	B4	0	n/a	n/a
163.4885	1	B5	0	1	0.65455
165.5276	1	C1	0	1	0.71561
169.5659	1	B5	0	1	0.79164
173.6042	1	B4	0	1	0.80826
175.6433	1	B3	0	1	0.90775
181.6807	1	B4	0	1	0.79655
183.7199	1	B2	0	1	0.90065
185.759	1	B5	90	1	1.0684
191.7964	1	B4	0	1	0.83454
195.8347	1	B3	0	1	0.89758
199.873	1	B2	90	1	0.92549
203.9113	1	B1	0	1	0.76586
205.9504	1	A5	0	1	0.8302
207.9895	1	A4	0	1	0.92661
210.0287	1	A3	0	1	1.1288
216.0661	1	A2	0	n/a	n/a
220.1044	1	A1	0	1	0.77387
222.1435	1	C5	90	1	1.1649
224.1826	1	C4	0	1	0.86983
230.2201	1	C3	0	1	0.95915
234.2584	1	C2	90	n/a	n/a
236.2975	1	C1	90	0	0.82643
240.3358	1	B5	90	0	0.74325
244.374	1	B3	90	1	1.0484
248.4123	1	B1	90	1	0.95155
254.4497	1	B3	0	1	0.99601
256.4889	1	B4	0	1	1.1172
258.528	1	B2	0	1	0.73433
264.5654	1	B3	0	1	0.75017
268.6037	1	B5	0	1	1.2491
272.642	1	C1	0	1	0.7707
274.6811	1	C3	0	1	0.86723
276.7203	1	C2	0	1	1.0443
278.7594	1	C1	0	1	1.0362
284.7968	1	C4	0	1	0.79351
286.836	1	C3	0	1	0.81658
290.8742	1	C4	0	n/a	n/a
292.9134	1	C1	0	1	1.2193
296.9516	1	C2	0	n/a	n/a
302.9891	1	C3	0	1	0.86213
