onset	duration	item	rotation	accuracy	reaction_time
10.0172	1	A2	0	n/a	n/a
14.0555	1	A4	0	0	0.71916
16.0946	1	A1	0	0	0.79163
18.1338	1	A4	0	0	0.65046
20.1729	1	A1	0	0	0.54804
24.2112	1	A2	90	n/a	n/a
26.2503	1	A3	0	0	0.65173
30.2886	1	A4	0	0	0.62977
34.3269	1	A5	0	0	0.75473
40.3643	1	B1	0	0	0.89937
42.4034	1	B2	0	0	0.68565
46.4417	1	B3	0	0	1.0294
50.48	1	B4	0	0	0.72712
54.5183	1	B5	0	0	0.63253
60.5557	1	C1	0	0	0.69988
66.5931	1	C2	0	0	0.82432
68.6323	1	C3	0	0	0.74422
74.6697	1	C4	0	0	0.86776
78.708	1	C5	90	n/a	n/a
80.7471	1	A1	0	0	0.67495
84.7854	1	A2	0	0	0.86092
86.8245	1	A5	0	0	0.75962
88.8636	1	A2	0	0	0.78433
90.9028	1	A3	0	0	0.58574
95.1543	1	A1	0	0	0.68766
99.1926	1	A4	0	0	0.75159
101.2317	1	A5	0	0	0.78625
107.2691	1	B1	0	0	0.84919
109.3083	1	B2	90	n/a	n/a
111.3474	1	B1	0	0	0.98234
113.3865	1	B3	0	0	0.82866
117.4248	1	B1	0	0	0.84826
119.4639	1	B2	90	1	0.9996
125.5014	1	B3	0	0	0.78838
127.5405	1	B5	0	0	0.74773
133.5779	1	C1	0	0	0.69607
137.6162	1	C2	0	0	0.74455
141.6545	1	C3	0	0	0.65017
147.6919	1	C4	0	0	0.70812
151.7302	1	C5	0	0	0.70881
153.7693	1	A1	0	0	1.1595
155.8085	1	A2	0	0	0.78996
159.8467	1	A3	0	0	0.65884
163.885	1	A4	0	0	0.78101
167.9233	1	A5	0	0	0.91823
171.9616	1	B1	0	0	0.79693
174.0007	1	B2	0	0	1.1345
176.0398	1	B3	0	0	0.56967
180.0781	1	B4	0	0	0.72335
182.1172	1	B5	90	1	0.79589
184.1564	1	B4	90	1	0.98706
188.1947	1	B2	0	0	0.73179
190.2338	1	B5	0	0	0.65549
192.2729	1	B3	0	0	1.1345
194.312	1	B2	90	n/a	n/a
198.3503	1	B3	0	0	0.73582
200.3895	1	B4	0	0	0.84878
204.4277	1	B1	0	0	0.9902
208.466	1	B2	0	0	1.0617
210.5051	1	B3	0	0	0.65398
212.5443	1	B1	0	0	0.89756
214.5834	1	A5	0	n/a	n/a
218.6217	1	A2	0	0	0.73052
222.66	1	A1	0	0	0.67478
228.6974	1	A3	0	0	0.65317
232.7357	1	A2	0	0	0.67901
238.7731	1	A1	0	0	0.65154
244.8105	1	C5	0	0	0.68636
250.848	1	C4	0	0	0.92212
254.8862	1	C3	0	0	0.98595
258.9245	1	C2	0	0	0.67458
264.962	1	C1	0	0	0.75641
269.0002	1	B5	0	0	0.86491
273.0385	1	B4	0	0	0.5706
275.0776	1	B3	0	0	0.80913
279.1159	1	B2	0	0	0.57834
281.1551	1	B1	0	0	0.59048
283.1942	1	A5	90	1	0.99836
285.2333	1	A4	0	0	0.63176
287.2724	1	A3	0	0	0.68873
291.3107	1	A5	90	n/a	n/a
295.349	1	A2	0	0	0.78841
297.3881	1	A4	0	0	0.77253
301.4264	1	A3	90	1	0.83784
305.4647	1	A4	0	0	0.67109
311.5021	1	A3	0	0	0.85875
313.5413	1	A2	0	n/a	n/a
315.5804	1	A3	0	0	0.59487
317.6195	1	A4	0	0	0.69252
321.6578	1	A3	90	1	0.69604
