onset	duration	item	rotation	accuracy	reaction_time
10.0131	1	B5	0	1	0.96275
14.0514	1	C1	0	1	1.0976
18.0896	1	C2	0	1	0.82804
22.1279	1	C3	90	1	0.88753
24.1671	1	C4	0	1	0.7601
28.2053	1	C5	0	1	0.96803
30.2445	1	A1	0	1	0.88061
32.2836	1	A2	0	1	0.8364
34.3227	1	A3	0	1	0.94836
38.361	1	A4	0	1	0.88788
42.3993	1	A1	0	1	0.73634
44.4384	1	A3	0	1	0.89645
48.4767	1	A2	0	1	0.7127
52.515	1	A3	0	1	0.73286
54.5541	1	A1	0	1	0.77251
58.5924	1	A4	0	1	0.98106
64.6298	1	A1	90	1	0.94492
70.6672	1	C5	0	1	0.88412
74.7055	1	C4	0	1	0.78871
78.7438	1	C2	0	1	0.75268
82.7821	1	C3	0	1	0.91333
84.8212	1	C1	0	1	0.76844
90.8586	1	C4	0	1	0.82822
96.8961	1	C3	0	1	0.7843
102.9335	1	C5	0	1	0.91249
104.9726	1	C4	0	1	0.74484
107.0118	1	C3	0	1	0.69956
111.0501	1	C2	0	1	0.72434
115.0883	1	C1	0	1	0.83727
117.1275	1	B5	0	1	0.74545
119.1666	1	B4	0	1	0.67145
121.2057	1	B3	0	1	1.1137
123.2449	1	B2	0	1	0.97629
129.2823	1	B1	0	1	0.88503
133.3206	1	A5	0	1	0.86067
135.3597	1	A4	0	1	0.90528
137.3988	1	A3	0	1	0.95363
141.4371	1	A2	90	1	1.2099
143.4762	1	A1	0	1	0.82537
149.5137	1	C5	0	1	1.1337
155.5511	1	C2	0	1	0.79
157.5902	1	C3	90	1	0.83455
159.6294	1	C5	0	1	0.84137
163.6676	1	C2	0	1	0.68535
165.7068	1	C1	0	1	0.85868
167.7459	1	C3	0	1	0.79763
173.7833	1	C1	0	1	0.77746
177.8216	1	C2	0	1	0.70484
179.8607	1	C3	0	1	0.69861
185.8982	1	C4	0	0	0.95488
191.9356	1	C2	0	1	0.75189
195.9739	1	C1	0	1	0.7859
198.013	1	C4	0	1	0.68951
204.0505	1	C5	0	1	0.91685
208.0887	1	C2	90	1	0.94172
210.1279	1	C1	0	1	0.93686
212.167	1	B5	0	1	0.91249
214.2061	1	B4	0	1	0.85648
216.2453	1	B3	0	1	0.79354
218.2844	1	B2	0	1	0.88966
222.3227	1	B1	0	1	0.70077
224.3618	1	A5	0	1	0.76466
226.4009	1	A4	0	1	0.9086
230.4392	1	A3	90	0	1.0895
234.4775	1	A2	0	1	0.80102
236.5166	1	A1	0	1	0.785
242.554	1	C5	0	1	0.94201
244.5932	1	C4	90	1	0.85436
248.6315	1	C3	90	1	0.83767
250.6706	1	C2	90	1	0.8947
252.7097	1	C3	0	1	0.90507
254.7488	1	C5	0	1	0.84196
258.7871	1	A1	0	1	0.86953
262.8254	1	A4	0	1	0.85383
268.8628	1	A2	0	1	0.92209
270.902	1	A3	0	1	0.88245
276.9394	1	A4	90	1	1.0764
280.9777	1	A5	0	1	0.93958
287.0151	1	A4	0	1	0.86297
289.0542	1	A2	0	1	0.78661
293.0925	1	A5	0	1	0.78617
297.1308	1	A4	0	1	0.76536
299.1699	1	A5	0	1	0.7571
303.2082	1	B1	0	1	0.75884
309.2456	1	B3	0	1	0.90585
313.2839	1	B4	90	1	0.93025
315.3231	1	B5	0	1	0.77312
321.3605	1	C1	0	1	0.94191
323.3996	1	C2	0	1	0.77728
329.437	1	C3	0	1	0.84101
331.4762	1	C4	0	1	0.77003
335.5145	1	C5	0	1	0.91513
339.5527	1	A1	0	1	0.74102
343.591	1	A2	0	1	0.75843
349.6284	1	A3	0	1	0.92257
355.6659	1	A4	0	1	0.83055
357.705	1	A5	0	1	0.77438
361.7433	1	B1	0	1	0.71149
367.7807	1	B2	0	1	0.86014
369.8198	1	B3	0	1	0.70739
371.859	1	B1	90	1	0.85294
375.8973	1	B3	0	1	0.75138
377.9364	1	B5	0	1	0.84462
381.9747	1	C1	0	1	0.87136
384.0138	1	C4	0	1	0.73086
388.0521	1	C1	90	1	1.0293
392.0904	1	C2	0	1	0.7747
398.1278	1	C5	0	1	0.97486
404.1652	1	A1	0	1	0.69105
408.2035	1	C5	0	1	0.79466
410.2426	1	A1	0	1	0.77117
414.2809	1	A3	0	1	0.8789
416.32	1	A4	0	1	0.83951
420.3583	1	A5	0	1	0.84731
422.3975	1	B1	0	1	0.7393
426.4357	1	A5	0	1	0.6749
432.4732	1	A4	90	1	0.87645
434.5123	1	A3	90	1	1.0005
436.5514	1	A2	90	1	1.0815
438.5906	1	A1	0	1	0.71965
440.6297	1	C5	0	1	0.87991
446.6671	1	C4	0	1	0.72265
448.7062	1	C3	0	1	0.87627
454.7437	1	C2	90	1	0.81621
460.7811	1	C1	0	1	1.6569
464.8194	1	B5	0	1	1.3464
466.8585	1	B4	0	1	0.73115
472.8959	1	B3	0	1	0.81561
478.9334	1	B2	0	1	0.84788
482.9717	1	B1	0	1	0.82018
489.0091	1	B3	90	1	0.8316
493.0474	1	B5	0	1	0.76833
