onset	duration	item	rotation	accuracy	reaction_time
10.0219	1	A3	0	0	0.84841
16.0593	1	A2	0	0	0.80856
20.0976	1	A1	0	0	0.71481
22.1367	1	C5	0	0	0.67576
26.175	1	C4	0	0	0.75832
28.2141	1	C3	0	0	0.70334
30.2533	1	C2	0	0	0.71175
34.2915	1	C1	0	0	0.81707
40.329	1	B5	0	0	0.65227
44.3672	1	B4	90	0	0.98245
50.4047	1	B2	0	0	0.80795
54.443	1	B3	0	0	0.83298
56.4821	1	B2	0	0	0.7389
60.5204	1	B1	0	0	0.72345
66.5578	1	B2	0	0	0.64884
72.5952	1	B1	0	0	0.80208
74.6343	1	B3	0	0	0.68375
76.7001	1	B5	90	0	0.85548
80.7384	1	B3	0	0	0.67454
84.7767	1	B2	0	0	0.70065
90.8141	1	B1	0	0	0.64509
96.8515	1	A5	0	0	0.67462
102.889	1	A2	90	1	0.65133
106.9273	1	A4	0	0	0.79929
108.9664	1	A2	90	0	0.78387
111.0055	1	A1	0	0	0.71074
113.0446	1	C5	0	0	0.77739
117.0829	1	C4	90	0	0.7698
121.1212	1	C3	0	0	0.95539
123.1603	1	C2	90	0	0.85979
129.1978	1	C1	0	0	1.0805
133.2361	1	B5	0	0	0.87248
137.2743	1	B4	0	0	0.89845
143.3118	1	B3	0	0	0.70941
145.3509	1	B2	0	0	0.71839
147.39	1	B1	0	0	0.64742
149.4291	1	A5	0	0	0.80913
151.4683	1	A4	0	0	0.74266
157.5057	1	A3	0	0	0.80148
159.5448	1	A2	0	0	0.97232
165.5823	1	A3	0	0	0.87802
169.6206	1	A1	0	0	0.63124
171.6597	1	A3	0	0	0.88047
175.6979	1	A1	0	0	0.60419
177.7371	1	A3	0	0	0.65209
183.7745	1	A1	0	0	0.49626
185.8136	1	C5	0	0	0.66994
191.8511	1	A1	0	0	0.60228
197.8885	1	A3	0	0	0.63786
201.9268	1	A2	0	0	0.85354
203.9659	1	A5	0	0	0.65566
206.005	1	B1	0	0	0.83245
208.0442	1	A5	0	0	0.63933
212.0825	1	A3	0	0	0.61102
216.1207	1	A4	0	1	0.92572
220.159	1	A5	90	0	0.84393
224.1973	1	B1	0	0	0.70499
226.2364	1	B2	0	0	0.78305
230.2747	1	B3	0	0	0.68258
236.3121	1	B4	0	0	0.71764
238.3513	1	B5	0	0	0.82121
242.3895	1	C1	0	0	0.77692
246.4278	1	C2	0	0	0.71364
248.467	1	C3	0	0	0.72827
250.5061	1	C4	0	0	0.75607
252.5452	1	C5	0	0	0.74051
