onset	duration	item	rotation	accuracy	reaction_time
10.0946	1	A5	90	0	0.6647
14.1329	1	A4	0	1	0.85972
18.1711	1	A1	0	1	1.0373
22.2094	1	A3	0	0	0.80678
24.2485	1	A1	0	1	1.1361
26.2877	1	A3	0	1	0.89358
32.3251	1	A1	90	1	1.0011
38.3625	1	C5	0	1	1.4604
44.4	1	C4	0	0	0.79145
50.4374	1	C3	0	1	0.92286
52.4765	1	C2	0	1	1.1287
54.5156	1	C3	90	0	0.98547
60.5531	1	C5	0	1	0.80755
62.5922	1	C3	90	0	0.94305
64.6313	1	C2	0	1	0.89432
70.6688	1	C1	0	1	0.89789
72.7079	1	B5	0	1	1.2588
76.7462	1	B4	0	1	0.94676
82.7836	1	B3	0	1	1.1527
84.8227	1	B2	0	1	0.81454
88.861	1	B1	0	1	0.80305
94.8984	1	A5	0	1	0.92323
100.9359	1	A4	0	1	0.83828
106.9733	1	A3	0	1	0.85093
113.0107	1	A2	0	1	0.9087
117.049	1	A1	0	1	0.97563
123.0864	1	C5	90	0	1.1765
129.1239	1	C4	90	1	1.1954
133.1621	1	C3	0	1	0.98981
137.2004	1	C2	0	1	1.0927
141.2387	1	C3	0	1	0.66602
143.2778	1	C5	90	1	0.77864
145.317	1	C2	0	1	0.74696
147.3561	1	C1	0	1	0.87483
153.3935	1	C4	0	0	0.83135
159.431	1	C1	90	0	0.85753
161.4701	1	C4	0	1	0.79141
163.5092	1	C1	90	0	0.83533
169.5466	1	B5	0	1	0.73151
173.5849	1	B2	0	1	0.72753
177.6232	1	B1	0	1	1.0574
179.6623	1	A5	90	0	1.1441
181.7015	1	A2	0	0	0.016395
187.7389	1	A3	0	1	0.94866
191.7772	1	A2	0	1	0.78977
195.8155	1	A1	0	1	0.95854
199.8537	1	C5	0	1	0.8888
201.8929	1	C4	0	1	0.89204
203.932	1	C3	0	1	0.96945
205.9711	1	C2	0	1	0.80466
208.0103	1	C1	0	1	0.7175
212.0485	1	B5	0	1	0.84485
216.0868	1	B4	0	1	0.68909
222.1242	1	B3	0	1	1.1958
224.1634	1	B2	90	0	0.89213
230.2008	1	B1	0	1	0.70189
234.2391	1	A5	0	1	0.84125
238.2774	1	A4	0	1	0.68137
240.3165	1	A3	0	1	0.96896
242.3556	1	A2	0	1	0.92444
244.3948	1	A1	0	1	0.82155
248.433	1	C5	90	1	0.9034
252.4713	1	C4	0	1	0.7342
254.5104	1	C5	0	0	0.96721
256.5496	1	C4	0	1	0.69007
260.5879	1	C1	0	1	0.98836
264.6261	1	C2	0	1	0.66219
266.6653	1	C4	0	1	0.63121
270.7035	1	C1	0	1	0.68619
276.741	1	C4	0	1	0.72122
280.7793	1	C5	0	1	0.72995
282.8184	1	A1	0	1	0.7734
284.8575	1	C5	0	1	0.74193
290.895	1	C4	90	0	0.9203
294.9332	1	C5	0	1	0.8574
298.9715	1	A1	0	1	0.77807
301.0106	1	A2	0	1	0.90946
303.0498	1	A3	0	1	1.1165
309.0872	1	A4	0	1	0.92789
315.1246	1	A5	0	1	0.88361
317.1637	1	B1	0	1	0.84378
321.202	1	B2	0	1	0.47686
325.2403	1	B3	0	1	1.0292
327.2795	1	B4	0	1	0.76821
331.3177	1	B5	90	0	1.1132
